Year,Stream,Reach,Date,Taxa Name,Species,Fish Length  Mm,Fish Mass G,Diptera Larvae,Diptera Pupae,Diptera Adult,Coleoptera,Crayfish,Ephemeroptera Nymph,Ephemeroptera Adult,Fish,Hemiptera,Hymenoptera,Odonata,Plecoptera Nymph,Plecoptera Adult,Snails,Terrestrial,Trichoptera Larvae,Trichoptera Pupae,Trichoptera Adult,Worms,Unknown
2000,TC,2,11/21/2000 12:00:00 AM,cutthroat.trout,Oncorhynchus_clarki_clarki,129,22.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,TC,2,11/21/2000 12:00:00 AM,cutthroat.trout,Oncorhynchus_mykiss,150,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
2000,TC,2,11/21/2000 12:00:00 AM,cutthroat.trout,Oncorhynchus_clarkii_clarkii,160,38.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
2000,TC,2,11/21/2000 12:00:00 AM,cutthroat.trout,Oncorhynchus_clarkii_clarkii,179,59.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,CR,2,10/04/2000 12:00:00 AM,cutthroat.trout,Oncorhynchus_clarkii_clarkii,250,141.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2001,CR,2,09/17/2001 12:00:00 AM,cutthroat.trout,Oncorhynchus_clarkii_clarkii,159,35.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,CR,6,09/18/2001 12:00:00 AM,cutthroat.trout,Oncorhynchus_clarkii_clarkii,79,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,RC,1,09/19/2001 12:00:00 AM,cutthroat.trout,Oncorhynchus_clarkii_clarkii,120,19.4,4,0,0,1,0,0,0,1,0,0,0,2,0,0,1,1,1,0,2,1
2001,RC,1,09/19/2001 12:00:00 AM,cutthroat.trout,Oncorhynchus_clarkii_clarkii,132,22.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2001,RC,1,09/19/2001 12:00:00 AM,cutthroat.trout,Oncorhynchus_clarkii_clarkii,138,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2001,RC,1,09/19/2001 12:00:00 AM,cutthroat.trout,Oncorhynchus_clarkii_clarkii,150,41,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,1
2001,RC,1,09/19/2001 12:00:00 AM,cutthroat.trout,Oncorhynchus_clarkii_clarkii,165,46,2,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0
2001,TC,1,09/20/2001 12:00:00 AM,cutthroat.trout,Oncorhynchus_clarkii_clarkii,105,12.4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0
2001,TC,1,09/20/2001 12:00:00 AM,cutthroat.trout,Oncorhynchus_clarkii_clarkii,114,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2001,TC,1,09/20/2001 12:00:00 AM,cutthroat.trout,Oncorhynchus_clarkii_clarkii,159,43.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
2001,TC,2,09/21/2001 12:00:00 AM,cutthroat.trout,Oncorhynchus_clarkii_clarkii,149,30.3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,0,0,0,0
2001,TC,2,09/21/2001 12:00:00 AM,cutthroat.trout,Oncorhynchus_clarkii_clarkii,298,314,4,0,2,1,0,3,15,0,0,0,0,2,0,0,1,4,4,0,3,0
2000,CR,8,10/02/2000 12:00:00 AM,trout.fry,Oncorhynchus,59,2.3,1,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2000,CR,2,10/04/2000 12:00:00 AM,trout.fry,Oncorhynchus,59,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,TC,2,11/21/2000 12:00:00 AM,trout.fry,Oncorhynchus,62,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,CR,8,10/02/2000 12:00:00 AM,trout.fry,Oncorhynchus,65,3.3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2000,TC,2,11/21/2000 12:00:00 AM,trout.fry,Oncorhynchus,65,2.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2000,CR,6,10/03/2000 12:00:00 AM,trout.fry,Oncorhynchus,66,3.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2000,CR,6,10/03/2000 12:00:00 AM,trout.fry,Oncorhynchus,68,3.4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2000,CR,2,10/04/2000 12:00:00 AM,trout.fry,Oncorhynchus,71,4.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2000,CR,8,10/02/2000 12:00:00 AM,trout.fry,Oncorhynchus,72,5.1,0,0,1,0,0,6,1,0,0,0,0,1,0,0,1,1,0,0,1,0
2000,CR,8,10/02/2000 12:00:00 AM,trout.fry,Oncorhynchus,73,5.2,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2000,CR,8,10/02/2000 12:00:00 AM,trout.fry,Oncorhynchus,75,5.2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2000,CR,8,10/02/2000 12:00:00 AM,trout.fry,Oncorhynchus,75,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,CR,6,10/03/2000 12:00:00 AM,trout.fry,Oncorhynchus,78,6.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2000,CR,2,10/04/2000 12:00:00 AM,trout.fry,Oncorhynchus,78,6.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,5
2000,TC,2,11/21/2000 12:00:00 AM,trout.fry,Oncorhynchus,78,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,CR,6,10/03/2000 12:00:00 AM,trout.fry,Oncorhynchus,82,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
2000,CR,6,10/03/2000 12:00:00 AM,trout.fry,Oncorhynchus,95,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
2000,CR,6,10/03/2000 12:00:00 AM,trout.fry,Oncorhynchus,97,11.5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2000,CR,6,10/03/2000 12:00:00 AM,trout.fry,Oncorhynchus,97,12.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
2001,CR,2,09/17/2001 12:00:00 AM,trout.fry,Oncorhynchus,45,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2001,CR,2,09/17/2001 12:00:00 AM,trout.fry,Oncorhynchus,54,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2001,CR,2,09/17/2001 12:00:00 AM,trout.fry,Oncorhynchus,54,1.7,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2001,CR,2,09/17/2001 12:00:00 AM,trout.fry,Oncorhynchus,67,3.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,CR,2,09/17/2001 12:00:00 AM,trout.fry,Oncorhynchus,68,4.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2001,CR,2,09/17/2001 12:00:00 AM,trout.fry,Oncorhynchus,75,5.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
2001,CR,2,09/17/2001 12:00:00 AM,trout.fry,Oncorhynchus,75,6.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,CR,2,09/17/2001 12:00:00 AM,trout.fry,Oncorhynchus,76,5.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2001,CR,2,09/17/2001 12:00:00 AM,trout.fry,Oncorhynchus,77,5.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2001,CR,2,09/17/2001 12:00:00 AM,trout.fry,Oncorhynchus,89,9.3,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2001,CR,6,09/18/2001 12:00:00 AM,trout.fry,Oncorhynchus,47,0.9,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2001,CR,6,09/18/2001 12:00:00 AM,trout.fry,Oncorhynchus,55,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2001,CR,6,09/18/2001 12:00:00 AM,trout.fry,Oncorhynchus,57,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2001,CR,6,09/18/2001 12:00:00 AM,trout.fry,Oncorhynchus,60,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2001,CR,6,09/18/2001 12:00:00 AM,trout.fry,Oncorhynchus,63,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2001,CR,6,09/18/2001 12:00:00 AM,trout.fry,Oncorhynchus,67,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
2001,CR,6,09/18/2001 12:00:00 AM,trout.fry,Oncorhynchus,73,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2001,RC,1,09/19/2001 12:00:00 AM,trout.fry,Oncorhynchus,55,2.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2
2001,RC,1,09/19/2001 12:00:00 AM,trout.fry,Oncorhynchus,55,1.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2001,RC,1,09/19/2001 12:00:00 AM,trout.fry,Oncorhynchus,65,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2001,RC,1,09/19/2001 12:00:00 AM,trout.fry,Oncorhynchus,71,4,6,0,0,0,0,2,0,0,0,0,0,2,0,0,1,1,0,0,0,0
2001,RC,1,09/19/2001 12:00:00 AM,trout.fry,Oncorhynchus,74,4.6,4,0,0,0,0,4,1,0,0,1,1,1,0,0,0,2,2,0,0,0
2001,TC,1,09/20/2001 12:00:00 AM,trout.fry,Oncorhynchus,49,1.4,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,3,0,0,0,0
2001,TC,1,09/20/2001 12:00:00 AM,trout.fry,Oncorhynchus,50,1.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2001,TC,1,09/20/2001 12:00:00 AM,trout.fry,Oncorhynchus,70,4,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2000,CR,8,10/02/2000 12:00:00 AM,rainbow.trout,Oncorhynchus_mykiss,94,10.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
2000,CR,2,10/04/2000 12:00:00 AM,rainbow.trout,Oncorhynchus_mykiss,100,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2000,CR,8,10/02/2000 12:00:00 AM,rainbow.trout,Oncorhynchus_mykiss,113,15.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,CR,8,10/02/2000 12:00:00 AM,rainbow.trout,Oncorhynchus_mykiss,130,22.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2000,CR,8,10/02/2000 12:00:00 AM,rainbow.trout,Oncorhynchus_mykiss,143,31.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,1
2000,CR,8,10/02/2000 12:00:00 AM,rainbow.trout,Oncorhynchus_mykiss,152,39.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
2000,CR,8,10/02/2000 12:00:00 AM,rainbow.trout,Oncorhynchus_mykiss,179,56.9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2000,CR,2,10/04/2000 12:00:00 AM,rainbow.trout,Oncorhynchus_mykiss,188,63,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,5,1,0,3,2
2000,CR,6,10/03/2000 12:00:00 AM,rainbow.trout,Oncorhynchus_mykiss,190,73,10,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,11,0
2000,CR,6,10/03/2000 12:00:00 AM,rainbow.trout,Oncorhynchus_mykiss,200,88,12,0,7,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,14,3
2000,CR,6,10/03/2000 12:00:00 AM,rainbow.trout,Oncorhynchus_mykiss,205,100.9,5,0,0,1,1,0,0,0,0,1,0,0,1,1,0,12,0,0,11,0
2000,CR,6,10/03/2000 12:00:00 AM,rainbow.trout,Oncorhynchus_mykiss,208,104.4,22,0,0,1,0,0,0,0,0,0,0,0,0,1,0,9,0,0,10,2
2000,CR,6,10/03/2000 12:00:00 AM,rainbow.trout,Oncorhynchus_mykiss,220,123.7,0,0,0,0,0,0,0,0,0,1,0,0,0,21,3,7,1,0,2,2
2000,CR,8,10/02/2000 12:00:00 AM,rainbow.trout,Oncorhynchus_mykiss,230,126.1,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,8,0,0,5,0
2000,CR,2,10/04/2000 12:00:00 AM,rainbow.trout,Oncorhynchus_mykiss,230,133.5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,2
2000,CR,6,10/03/2000 12:00:00 AM,rainbow.trout,Oncorhynchus_mykiss,244,150.2,12,0,0,0,0,0,0,0,0,0,0,2,0,1,0,5,0,0,1,0
2000,CR,8,10/02/2000 12:00:00 AM,rainbow.trout,Oncorhynchus_mykiss,252,160.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,CR,2,10/04/2000 12:00:00 AM,rainbow.trout,Oncorhynchus_mykiss,254,183.3,1,0,0,0,0,0,0,0,0,0,0,0,1,26,0,6,2,0,0,0
2000,CR,2,10/04/2000 12:00:00 AM,rainbow.trout,Oncorhynchus_mykiss,256,177.2,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,4,0,0,0,1
2000,CR,6,10/03/2000 12:00:00 AM,rainbow.trout,Oncorhynchus_mykiss,259,191.9,9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,4,2
2000,CR,2,10/04/2000 12:00:00 AM,rainbow.trout,Oncorhynchus_mykiss,302,291,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1
2000,CR,2,10/04/2000 12:00:00 AM,rainbow.trout,Oncorhynchus_mykiss,323,385,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
2000,CR,8,10/02/2000 12:00:00 AM,rainbow.trout,Oncorhynchus_mykiss,333,396,0,0,0,0,0,0,0,1,0,1,0,2,0,0,1,0,4,4,1,2
2000,CR,6,10/03/2000 12:00:00 AM,rainbow.trout,Oncorhynchus_mykiss,370,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
